Accession #,Research_note,,,,,,Family,collector_no,,Country,,Collected_Date,Depth,Det_Date,Determiner,,Notes,,,,,Genus,geo_locate,geo,geo_year,geo_source,geo_Lat_dd,geo_Lat_deg,geo_Lat_min,geo_Lat_sec,geo_Long_dd,geo_Long_deg,geo_Long_min,geo_Long_sec,coord_source,,Habitat,Insitution,,curation_notes,Locality,,,,Sci_name,other_collectors,Phylum,Collector,Project_id,state_province,,reproduction,research_annot,,species,authority,,,,type_status,,,,datum,Lat_deg,Lat_min,Lat_sec,Long_deg,Long_min,Long_sec
A92080,"Lithophyllum sp. 4, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1140,Yes,Canada,,2014 Jul 09,8.7 m,2014,Katharine R. Hind,,"quadrat 2, sample 5; perhaps the same as PTM-1139",,,,,Lithophyllum,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On loan, UBC_2017_A3, March 31, 2017, to Dr. Patrick Martone Lab","Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92081,"Pseudolithophyllum sp. 5muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ","Crusticorallina adhaerens Det. Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone 2016, University of British Columbia Herbarium",,,,Journal of Phycology 52(6):929-941,Florideophyceae,PTM-1141,Yes,Canada,,2014 Jul 09,7.5 m,2016,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",,"quadrat 3, sample 1",,,,,Crusticorallina,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal; with black worms,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,adhaerens,"K.R. Hind, Martone, C.P. Jensen & P.W. Gabrielson",,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92082,"Pseudolithophyllum sp. 5muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1142,Yes,Canada,,2014 Jul 09,7.5 m,2014,Katharine R. Hind,,"quadrat 3, sample 2",,,,,Pseudolithophyllum,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal; with small calcified worms,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92083,"Pseudolithophyllum sp. 5muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1143,Yes,Canada,,2014 Jul 09,7.5 m,2014,Katharine R. Hind,,"quadrat 3, sample 3; perhaps the same as PTM-1142",,,,,Pseudolithophyllum,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal; with many little worms,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92084,"Pseudolithophyllum sp. 5muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1146,Yes,Canada,,2014 Jul 09,5-6 m,2014,Katharine R. Hind,,estimated 1m in diameter; very dominant crust,,,,,Pseudolithophyllum,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92085,"Pseudolithophyllum sp. 19muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1147,Yes,Canada,,2014 Jul 09,5-6 m,2014,Katharine R. Hind,,smooth; thick; rose coloured,,,,,Pseudolithophyllum,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92086,,,,,,,Florideophyceae,PTM-1148,Yes,Canada,,2014 Jul 09,5-6 m,2014,Katharine R. Hind,,,,,,,"""Coralline""",Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal; with worms,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92087,"Pseudolithophyllum sp. 5muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1149,Yes,Canada,,2014 Jul 09,5-6 m,2014,Katharine R. Hind,,large protruberances,,,,,Pseudolithophyllum,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal; with worms,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92088,"Lithothamnion glaciale, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1152,Yes,Canada,,2014 Jul 09,6.3 m,2014,Katharine R. Hind,,"quadrat 4, sample 2",,,,,Lithothamnion,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On loan, UBC_2017_A3, March 31, 2017, to Dr. Patrick Martone Lab","Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",On limpet shell,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,glaciale,Kjellman,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92089,"Neopolyporolithon sp., species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1153,Yes,Canada,,2014 Jul 09,6.3 m,2014,Katharine R. Hind,,"quadrat 4, sample 3",,,,,Neopolyporolithon,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On Loan, UBC_2017_A2, taken to Dr. Patrick Martone Lab, March 29, 2017 ","Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92090,"Lithophyllum impressum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1155,Yes,Canada,,2014 Jul 09,6.3 m,2014,Katharine R. Hind,,"quadrat 4, sample 5; thin light purple",,,,,Lithophyllum,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,impressum,Foslie,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92091,"Pseudolithophyllum sp. 5muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ","Crusticorallina adhaerens Det. Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone 2016, University of British Columbia Herbarium",,,,Journal of Phycology 52(6):929-941,Florideophyceae,PTM-1157,Yes,Canada,,2014 Jul 09,6.3 m,2016,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",,"quadrat 5, sample 2; wormy",,,,,Crusticorallina,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,adhaerens,"K.R. Hind, Martone, C.P. Jensen & P.W. Gabrielson",,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92092,"Neopolyporolithon sp., species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1158,Yes,Canada,,2014 Jul 09,6.3 m,2014,Katharine R. Hind,,"quadrat 5, sample 3; dark pink with worms",,,,,Neopolyporolithon,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On Loan, UBC_2017_A2, taken to Dr. Patrick Martone Lab, March 29, 2017 ","Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92093,"Pseudolithophyllum sp. 5muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1162,Yes,Canada,,2014 Jul 09,6.7 m,2014,Katharine R. Hind,,"quadrat 6, sample 2; perhaps the same as PTM-1161; with worms",,,,,Pseudolithophyllum,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92094,"Neopolyporolithon sp., species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1163,Yes,Canada,,2014 Jul 09,6.7 m,2014,Katharine R. Hind,,"quadrat 6, sample 3; thick, smooth, pink",,,,,Neopolyporolithon,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On Loan, UBC_2017_A3, taken to Dr. Patrick Martone Lab, March 29, 2017 ","Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92095,"Neopolyporolithon sp., species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1164,Yes,Canada,,2014 Jul 09,6.7 m,2014,Katharine R. Hind,,"quadrat 6, sample 4; perhaps same as PTM-1163",,,,,Neopolyporolithon,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,"On Loan, UBC_2017_A3, taken to Dr. Patrick Martone Lab, March 29, 2017 ","Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92096,"Lithophyllum sp., species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1165,Yes,Canada,,2014 Jul 09,6.7 m,2014,Katharine R. Hind,,"quadrat 6, sample 5; thin, purple",,,,,Lithophyllum,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,Lithophyllum impressum by Katharine R. Hind 2014,Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92097,"Lithophyllum impressum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1166,Yes,Canada,,2014 Jul 09,6.7 m,2014,Katharine R. Hind,,"quadrat 6, sample 6; same as PTM-1165",,,,,Lithophyllum,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,impressum,Foslie,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92098,"Pseudolithophyllum sp. 5muricatum, species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ","Crusticorallina adhaerens Det. Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone 2016, University of British Columbia Herbarium",,,,Journal of Phycology 52(6):929-941,Florideophyceae,PTM-1168,Yes,Canada,,2014 Jul 09,5 m,2016,"Katharine R. Hind, Paul W. Gabrielson, C.P. Jensen, Patrick T. Martone",,,,,,,Crusticorallina,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,adhaerens,"K.R. Hind, Martone, C.P. Jensen & P.W. Gabrielson",,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92099,"Lithophyllum sp. (Corsp27Bccrust_Lithophyllum), species determination supported by gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1169,Yes,Canada,,2014 Jul 09,5 m,2014,Katharine R. Hind,,,,,,,Lithophyllum,Crystal Kwong,7,2018,WGS 84,51.7332,51,43,59.62,-127.996,-127,59,45.56,Verbatim from Collector/Sheet,,Subtidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, Kelpie Point",On cobble,,,"""Coralline"" by Katharine R. Hind 2014",Patrick T. Martone,Rhodophyta,Katharine R. Hind,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,43,59.62,-127,59,45.56
A92100,"Chiharaea silvae, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1170,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,abundant; turf-like,,,,,Chiharaea,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Chiharaea silvae by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,silvae,"(H.W. Johansen) Martone, S.C. Lindstrom, K.A. Miller & P.W. Gabrielson",,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A90732,"Bossiella frondifera, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1171,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,floppy; distinctive spine; with conceptacles; resembles Bossiella sp. 5chiloensis,,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,"ReturnedOn loan to Soren Huber, Martone Lab, 2018 Jan (UBC_2018_A1) - Returned 2018 Apr","Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Bossiella sp. by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,BossiellaLoan2018,British Columbia,,,,,frondifera,"(Manza) P.W. Gabrielson, K.A. Miller, Martone & K.R. Hind",,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A92102,"Bossiella orbigniana, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1172,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,solitary; growing prostrate; reproductive,,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Bossiella dichotoma by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,orbigniana,(Decaisne) P.C. Silva,,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A90733,"Bossiella frondifera, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1173,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,,,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,"ReturnedOn loan to Soren Huber, Martone Lab, 2018 Jan (UBC_2018_A1) - Returned 2018 Apr","Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Bossiella frondifera by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,BossiellaLoan2018,British Columbia,,,,,frondifera,"(Manza) P.W. Gabrielson, K.A. Miller, Martone & K.R. Hind",,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A90734,"Bossiella reptans, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1174,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,both large and small intergenicula; possible conceptacles,,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Bossiella reptans by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,reptans,"K.R. Hind, P.W. Gabrielson & Martone",,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A92105,"Bossiella hakaiensis, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1175,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,large intergenicula,,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Bossiella hakaiensis by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,Very reproductive,,,hakaiensis,K.R. Hind & Martone,,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A92106,"Johansenia macmillanii, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1176,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,robust; little space between branchlets; resembles Corallina sp. 2frondescens,,,,,Johansenia,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Corallina sp. by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,macmillanii,(Yendo) K. Hind & G.W. Saunders,,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A92107,,,,,,,Florideophyceae,PTM-1177,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,rhizoids; slender dichotomies; sometimes irregular ,,,,,Rhodymenia,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Rhodymenia sp. by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A92108,"Corallina sp. 2frondescens, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1178,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,resembles Corallina sp. 1frondescens,,,,,Corallina,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,"On loan to Martone lab, 2017 Oct (UBC_2017_A5)","Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Corallina sp. by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM2017-2,British Columbia,,,,,sp.,,,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A90735,"Bossiella manzae, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1179,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,terete apices; small intergenicula; typical,,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,,"Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Bossiella frondescens by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,PTM 2015 Corallines,British Columbia,,,,,manzae,"P.W .Gabrielson, K.R. Hind & Martone",,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A90736,"Bossiella frondifera, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1180,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,"thin; spaces between small intergenicula, thus perhaps Bossiella reptans; reproductive on dorsal and ventral",,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,"ReturnedOn loan to Soren Huber, Martone Lab, 2018 Jan (UBC_2018_A1) - Returned 2018 Apr","Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Bossiella sp. by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,BossiellaLoan2018,British Columbia,,,,,frondifera,"(Manza) P.W. Gabrielson, K.A. Miller, Martone & K.R. Hind",,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
A90737,"Bossiella frondifera, species determination supported by psbA gene sequence Det. Patrick T. Martone and Katharine R. Hind 2015, University of British Columbia Herbarium ",,,,,,Florideophyceae,PTM-1181,Yes,Canada,,2014 Jul 11,,2014,"Patrick T. Martone, Katharine R. Hind",,layered; dense branches; corymbose,,,,,Bossiella,Crystal Kwong,0,2018,WGS 84,51.66545,51,39,55.6194,-128.136033,-128,8,9.7182,Verbatim from Collector/Sheet,,Low intertidal,UBC,,"ReturnedOn loan to Soren Huber, Martone Lab, 2018 Jan (UBC_2018_A1) - Returned 2018 Apr","Hakai Luxvbalis Conservancy, Calvert Island, North Beach Bench",,,,"Bossiella manzae by Patrick T. Martone, Katharine R. Hind 2014",Katharine R. Hind,Rhodophyta,Patrick T. Martone,BossiellaLoan2018,British Columbia,,,,,frondifera,"(Manza) P.W. Gabrielson, K.A. Miller, Martone & K.R. Hind",,,,,,,,WGS 84,51,39,55.6194,-128,8,9.7182
